推广账户,推广计划,推广组,关键词,平均排名,展示次数,点击次数,点击率,总费用,平均每次点击费用
游族大皇帝,通用词-T2,通用词20,卡通类网页游戏,7,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词23,好玩网页游戏,8,2,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词23,好玩的养成游戏,2,6,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词26,格斗游戏排行榜,6,5,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词26,大型3d网络游戏大全,11,7,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词28,qq页游排行,2,4,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词29,3d策略网页游戏,8,3,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,霸者归来,1,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,银河战谷,3,11,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,超级富豪,1,22,3,13.64%,2.47,0.82
游族大皇帝,竞品词,竞品词-页游2,至尊仙灵,1,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,永恒塔防,3,12,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,仙宗,4,3,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-卡牌,游戏王5,1,2,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-卡牌,全民水浒,2,229,12,5.24%,16.95,1.41
游族大皇帝,人群词,三国小说3,三国之曹霸天下,1,4,0,0%,0.00,0
游族大皇帝,人群词,三国小说3,三国之刘备军师,4,42,0,0%,0.00,0
游族大皇帝,人群词,三国小说5,郭嘉天下,1,3,0,0%,0.00,0
游族大皇帝,人群词,三国小说6,三国之智者天下,4,27,0,0%,0.00,0
游族大皇帝,人群词,三国小说8,我是蒋干,4,5,0,0%,0.00,0
游族大皇帝,三国无双,真三国无双-拓展,真三国无双7武器锻造,2,7,1,14.29%,0.63,0.63
游族大皇帝,三国无双,真三国无双-拓展,真三国无双7将星模式统率力,1,4,0,0%,0.00,0
游族大皇帝,三国游戏,三国游戏,富甲三国,2,19,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词17-短语,什么网游好玩,10,74,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词15-短语,网页传奇游戏,14,7,0,0%,0.00,0
游族大皇帝,通用词-T2-短语,通用词26-短语,攻城网页游戏,7,2,0,0%,0.00,0
游族大皇帝,三国志,三国志-拓展,阿达三国志2014,2,9,0,0%,0.00,0
游族大皇帝,通用词-专属,策略SLG,战略网络游戏,7,1,0,0%,0.00,0
游族大皇帝,通用词-专属,古代战争,古代战争单机游戏,2,6,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词02,最新游戏大全,4,3,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词01,回合制游戏哪个好玩,9,12,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词16,网络游戏射击类,2,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词18,热门游戏排行榜,10,2,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词21,角色扮演回合制游戏,8,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词25,韩国网页游戏,8,1,1,100%,5.00,5
游族大皇帝,通用词-T2,通用词25,好玩的rpg,6,6,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词29,2d武侠游戏,7,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词30,2014最新网页游戏排行榜,8,2,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,魔镜online,1,4,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,钢达战记,1,23,1,4.35%,1.10,1.1
游族大皇帝,竞品词,竞品词-页游2,星路,1,9,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,新明星三缺一,6,101,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,御灵,1,10,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,幻境2,2,3,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略2,三国群英传下载,4,11,1,9.09%,1.50,1.5
游族大皇帝,人群词,三国小说2,楚汉传,1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说2,卫晋,4,36,0,0%,0.00,0
游族大皇帝,人群词,三国小说3,优化三国,4,20,0,0%,0.00,0
游族大皇帝,人群词,三国小说3,乱世离殇,1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说4,逐鹿,1,86,1,1.16%,2.97,2.97
游族大皇帝,人群词,三国小说4,西凉铁骑,4,52,0,0%,0.00,0
游族大皇帝,人群词,三国小说4,司隶校尉,2,7,0,0%,0.00,0
游族大皇帝,三国群英传,三国群英传-拓展,三国群英传几最好玩,3,12,0,0%,0.00,0
游族大皇帝,通用词-卡牌,扩展1,单机卡牌类游戏,1,3,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词03-短语,最新射击网游,8,3,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词06-短语,最西游游戏,6,258,2,0.78%,2.44,1.22
游族大皇帝,通用词-T1-短语,通用词16-短语,网络回合制,6,5,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词15-短语,网页玩游戏,9,15,0,0%,0.00,0
游族大皇帝,通用词-T2-短语,通用词20-短语,经典页游,8,3,0,0%,0.00,0
游族大皇帝,竞品词-短语,三国无双-短语,网游三国无双,4,46,0,0%,0.00,0
游族大皇帝,三国群英传,三国群英传网页游戏,三国群英传网页游戏,2,1,1,100%,6.57,6.57
游族大皇帝,通用词-T1,通用词01,qq网游,2,29,1,3.45%,2.98,2.98
游族大皇帝,通用词-T1,通用词04,最新客户端网游,8,2,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词09,最好玩的动作游戏,5,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词15,网页游戏平台,6,176,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词18,农场类网页游戏,6,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词28,w网页游戏,5,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词27,不烧钱的网游,8,12,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,库库马力,1,245,15,6.12%,18.03,1.2
游族大皇帝,竞品词,竞品词-页游1,封神无敌2,2,2,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,武林争霸,6,13,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,昆仑世界,4,26,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,御剑天下,2,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-卡牌,游戏王3,1,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略1,逐鹿中原,2,94,6,6.38%,8.55,1.43
游族大皇帝,竞品词,竞品词-策略1,帝国崛起,4,2001,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略3,三国志12对战版官网,3,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略2,三国群英传单机版7,6,4,0,0%,0.00,0
游族大皇帝,人群词,三国小说2,吕氏外戚,3,51,0,0%,0.00,0
游族大皇帝,人群词,三国小说5,三国群星传,1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说6,甘宁新传,4,13,0,0%,0.00,0
游族大皇帝,人群词,三国小说7,汉献帝新传,3,23,0,0%,0.00,0
游族大皇帝,通用词-原始,单机类型,战争单机游戏,2,8,0,0%,0.00,0
游族大皇帝,通用词-原始,国战,国战,2,23,0,0%,0.00,0
游族大皇帝,通用词-原始,单机策略,单机策略游戏排行榜,5,16,0,0%,0.00,0
游族大皇帝,三国无双,真三国无双-拓展,真三国无双7貂蝉,2,11,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词01-短语,卡片对战网游,2,2,0,0%,0.00,0
游族大皇帝,通用词-T2-短语,通用词27-短语,大网页游戏,7,36,1,2.78%,1.21,1.21
游族大皇帝,通用词-T1,通用词11,找一个网页游戏,8,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词15,网页游戏排行榜2014前十名,8,67,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词17,人气网络游戏,9,2,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词20,经营养成类网页游戏,7,3,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词25,好玩的2d回合制网游,7,4,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词29,3d新游戏,7,2,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词34,2.5d网页游戏排行榜,8,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,水果部落,2,5,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,决战星球,4,17,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-卡牌,游戏王2,1,9,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略2,三国群英传8下载中文版,2,20,3,15%,4.10,1.37
游族大皇帝,人群词,三国小说,萌娘三国演义,2,43,1,2.33%,1.77,1.77
游族大皇帝,人群词,三国小说2,倾汉,1,14,0,0%,0.00,0
游族大皇帝,人群词,三国小说4,穿越三国名人诸葛亮,1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说6,大汉天子,2,373,3,0.8%,7.99,2.66
游族大皇帝,人群词,三国小说8,袁氏三国,1,2,0,0%,0.00,0
游族大皇帝,人群词,三国小说7,红颜三国,2,2,0,0%,0.00,0
游族大皇帝,通用词-原始,单机好玩,好玩的单机即时战略游戏,8,1,0,0%,0.00,0
游族大皇帝,通用词-原始,国战,国战游戏大全,3,1,0,0%,0.00,0
游族大皇帝,三国游戏,三国游戏-拓展,"三国 游戏",4,2,0,0%,0.00,0
游族大皇帝,三国群英传,三国群英传-拓展,三国群英传7玄铁,2,1,0,0%,0.00,0
游族大皇帝,三国无双,真三国无双-拓展,真三国无双7if吴国,1,1,0,0%,0.00,0
游族大皇帝,三国游戏,三国游戏,三国志英杰传,5,63,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词04-短语,最新回合制,9,5,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词02-短语,最新网游内测,9,7,0,0%,0.00,0
游族大皇帝,通用词-T2-短语,通用词26-短语,各种网页游戏,10,2,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词01,公测页游,5,2,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词07,最近有没有好玩的网游,10,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词20,可爱网页游戏,4,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,梦幻轩辕,3,24,1,4.17%,1.50,1.5
游族大皇帝,竞品词,竞品词-页游1,幻灵王,1,8,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,山海创世录,5,6,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,天行健,2,236,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,领地传承,1,2,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,战龙三国,3,2008,20,1%,23.17,1.16
游族大皇帝,竞品词,竞品词-页游2,山寨佣兵团,1,7,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-测试1,神枪手,2,1577,9,0.57%,9.00,1
游族大皇帝,竞品词,竞品词-页游3,iworld,1,1,1,100%,1.16,1.16
游族大皇帝,竞品词,竞品词-策略1,逐鹿七雄,1,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略3,新三国志孔明传,2,6,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略2,三国群英传单机版5,4,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说2,汉武挥鞭,3,10,0,0%,0.00,0
游族大皇帝,人群词,三国小说5,凤翔三国,1,2,0,0%,0.00,0
游族大皇帝,人群词,战国小说,异界争霸全面战争,4,23,0,0%,0.00,0
游族大皇帝,人群词,三国小说7,混在三国当军阀,5,86,0,0%,0.00,0
游族大皇帝,人群词,三国小说7,横行三国,1,1,0,0%,0.00,0
游族大皇帝,三国群英传,三国群英传-拓展,三国群英传ol台服,3,2,1,50%,1.55,1.55
游族大皇帝,三国无双,真三国无双-拓展,真三国无双7赵云秘武,1,3,0,0%,0.00,0
游族大皇帝,通用词-专属-短语,策略SLG-短语,战略游戏,5,16,0,0%,0.00,0
游族大皇帝,通用词-专属-短语,三国-短语,三国类页游,6,1,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词17-短语,任务少的网游,5,1,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词17-短语,三d游戏,7,99,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词15-短语,网页游戏列表,7,3,0,0%,0.00,0
游族大皇帝,通用词-T2-短语,通用词28-短语,rpg游戏,11,1582,0,0%,0.00,0
游族大皇帝,通用词-T2-短语,通用词29-短语,4d游戏,5,10,0,0%,0.00,0
游族大皇帝,三国志,三国志,三国志13,2,1027,145,14.12%,973.56,6.71
游族大皇帝,竞品词-短语,三国其他-短语,三国无敌,4,43,0,0%,0.00,0
游族大皇帝,通用词-专属,三国,三国类网游,6,4,0,0%,0.00,0
游族大皇帝,通用词-专属,三国策略,三国策略游戏,4,6,0,0%,0.00,0
游族大皇帝,通用词-卡牌,排行榜,卡牌网页游戏排行榜,7,2,1,50%,3.00,3
游族大皇帝,通用词-T1,通用词10,最大的单机游戏网,4,2,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词16,玩家最多的网络游戏,6,6,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词17,三国游戏哪个好玩,7,23,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词18,全部网页游戏,10,2,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词33,2013横版格斗网游,4,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,魔界onweb,1,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,星球争霸,1,2,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,恶魔争霸,1,10,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,二战风云,2,315,7,2.22%,10.08,1.44
游族大皇帝,竞品词,竞品词-策略4,闪将三国,1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说,三国之帝国崛起,5,100,0,0%,0.00,0
游族大皇帝,人群词,三国小说2,泪洒草原,1,5,0,0%,0.00,0
游族大皇帝,人群词,三国小说3,汉末温侯,4,18,0,0%,0.00,0
游族大皇帝,人群词,三国小说5,三国董卓大传,4,35,0,0%,0.00,0
游族大皇帝,人群词,三国小说5,三国之凉州王,4,8,0,0%,0.00,0
游族大皇帝,人群词,三国小说7,乱话三国,1,1,0,0%,0.00,0
游族大皇帝,三国群英传,三国群英传-拓展,三国群英传2修改精选整合版,2,1,0,0%,0.00,0
游族大皇帝,通用词-T2-短语,通用词20-短语,开网页游戏,10,33,0,0%,0.00,0
游族大皇帝,通用词-T2-短语,通用词20-短语,客户端网游,8,33,0,0%,0.00,0
游族大皇帝,通用词-T2-短语,通用词26-短语,刚开网页游戏,9,8,0,0%,0.00,0
游族大皇帝,通用词-T2-短语,通用词26-短语,公益网页游戏,10,151,1,0.66%,0.91,0.91
游族大皇帝,三国志,三国志,三国志12,3,435,7,1.61%,50.17,7.17
游族大皇帝,通用词-原始-短语,国战-短语,国战网页游戏,7,2,0,0%,0.00,0
游族大皇帝,三国志,威力加强,三国志11威力加强,1,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词02,最新游戏测试表,5,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词01,西方魔幻页游,6,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词01,最挣钱的网游,8,5,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词01,回合制游戏有哪些,8,3,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词03,最新网路游戏,6,3,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词03,最新网络游戏排行榜2014,11,35,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词03,最新热门网游,9,27,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词10,最多人玩的游戏,7,4,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词14,微端网游排行榜,9,6,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词19,内侧的网页游戏,11,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词20,可以结婚的网页游戏,7,10,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,飞仙,5,12,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,杀破狼,2,1194,7,0.59%,7.54,1.08
游族大皇帝,竞品词,竞品词-页游1,实况足球经理,5,16,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,凡尘,4,9,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,遮天2,8,19,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,星神召唤,4,10,1,10%,1.05,1.05
游族大皇帝,竞品词,竞品词-页游2,新航海,2,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略3,三国志v,4,2,1,50%,1.50,1.5
游族大皇帝,竞品词,竞品词-策略5,三国志刘备传下载,2,15,2,13.33%,2.69,1.35
游族大皇帝,人群词,三国小说2,不尽长江滚滚流,1,6,0,0%,0.00,0
游族大皇帝,人群词,三国小说5,修改三国,2,32,0,0%,0.00,0
游族大皇帝,人群词,三国小说5,三国之铁骑帝国,1,1,0,0%,0.00,0
游族大皇帝,三国游戏,三国游戏-拓展,三国游戏下载,5,5,1,20%,3.00,3
游族大皇帝,三国群英传,三国群英传-拓展,三国群英传二,1,1,1,100%,3.16,3.16
游族大皇帝,通用词-T1-短语,通用词01-短语,魔幻网游,8,12,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词02-短语,最新游戏页游,11,1,0,0%,0.00,0
游族大皇帝,通用词-T2-短语,通用词19-短语,那个游戏好玩,7,49,1,2.04%,1.00,1
游族大皇帝,通用词-T2-短语,通用词19-短语,能玩的游戏,5,2883,1,0.03%,1.00,1
游族大皇帝,三国志,三国志,三国志11,2,440,20,4.55%,111.21,5.56
游族大皇帝,三国群英传-短语,三国群英传-短语,三国群英传,6,1153,2,0.17%,2.00,1
游族大皇帝,三国群英传,三国群英传ol,三国群英传2ol,2,28,2,7.14%,3.25,1.63
游族大皇帝,通用词-原始-短语,国战-短语,万人国战游戏,5,1,0,0%,0.00,0
游族大皇帝,战争词-0829,战争词-0829,战争策略类网页游戏,7,8,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词01,什么传奇好玩,5,11,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词04,最新公测的网络游戏,7,2,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词05,最新的好玩的网络游戏,8,17,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词19,能挂机的网页游戏,8,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词19,模拟经营类游戏排行榜,6,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词23,花钱的游戏,3,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词26,非人民币玩家的网游,7,16,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词26,大型网页游戏排行榜,8,7,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词26,大型网游人气排行榜,10,10,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词29,2d游戏排行榜,7,2,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,预言,1,142,6,4.23%,7.94,1.32
游族大皇帝,竞品词,竞品词-页游2,大唐双龙传,3,850,10,1.18%,14.50,1.45
游族大皇帝,竞品词,竞品词-策略1,星战帝国,1,32,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略1,天下霸业,4,2,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略2,三国群英传单机版2,3,4,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略5,"三国战纪 风云再起",1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说5,凤书三国,1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说8,我意三国,7,11,0,0%,0.00,0
游族大皇帝,通用词-原始,单机二战,二战战略单机游戏,2,2,0,0%,0.00,0
游族大皇帝,通用词-原始,单机类型,军事战争单机游戏,1,1,0,0%,0.00,0
游族大皇帝,三国无双,真三国无双-拓展,真三国无双7吕布传if,3,11,2,18.18%,0.90,0.45
游族大皇帝,通用词-T1-短语,通用词02-短语,最新游戏公测,8,13,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词13-短语,新开网页游戏,10,9,0,0%,0.00,0
游族大皇帝,三国志,三国志,三国志10,2,208,6,2.88%,29.47,4.91
游族大皇帝,通用词-专属,三国策略,三国战争策略游戏,5,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词01,哪种游戏好玩,5,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词03,最新网页游戏内测表,8,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词04,最新的网游,11,7,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词04,最新开放页游,5,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词04,最新公测3d游戏,6,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词09,最好玩的免费网页游戏,4,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词13,新网络游戏排行榜,9,4,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词13,休闲网页游戏排行榜,10,8,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词17,人最多的网页游戏,7,4,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词18,苹果最热门游戏,1,1,1,100%,3.00,3
游族大皇帝,通用词-T2,通用词26,封测网页游戏,7,17,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词26,动作游戏大全,8,19,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词28,q网页游戏,7,2,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,王者天下2,1,8,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,猎人外传,1,3,1,33.33%,1.50,1.5
游族大皇帝,竞品词,竞品词-页游1,无上道,2,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,小小阿狸,1,222,3,1.35%,3.13,1.04
游族大皇帝,竞品词,竞品词-策略3,小霸王游戏机三国志,1,1,1,100%,0.55,0.55
游族大皇帝,人群词,三国小说6,少年陆逊,4,5,0,0%,0.00,0
