推广账户,推广计划,推广组,关键词,平均排名,展示次数,点击次数,点击率,总费用,平均每次点击费用
游族大皇帝,竞品词,竞品词-页游1,无界,5,173,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,幻想封神传,1,12,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,侠客世界,4,14,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,商业大亨ol,1,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,体坛篮球经理,1,7,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,仙魔妖,2,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,一代宗师,4,3029,17,0.56%,22.23,1.31
游族大皇帝,竞品词,竞品词-卡牌,欢乐西游,3,237,3,1.27%,4.50,1.5
游族大皇帝,竞品词,竞品词-测试2,烈火战神攻略,7,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略3,三国威力加强版,1,12,1,8.33%,1.49,1.49
游族大皇帝,人群词,三国小说,三国之战神刘封,4,47,0,0%,0.00,0
游族大皇帝,人群词,三国小说3,三国蛮汉,2,7,0,0%,0.00,0
游族大皇帝,人群词,三国小说4,汉图,1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说4,回到三国之辅佐刘备,4,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说6,回到三国跟着刘备混,4,6,0,0%,0.00,0
游族大皇帝,人群词,三国小说6,三国封神演义,1,1,0,0%,0.00,0
游族大皇帝,三国群英传,三国群英传-拓展,三国群英传ol,1,51,5,9.8%,30.84,6.17
游族大皇帝,通用词-T1-短语,通用词03-短语,最新射击游戏,5,3,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词06-短语,"最新 游戏",4,4,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词02-短语,最新网游活动,1,2,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词12-短语,页游戏,7,52,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词01,塔防网络游戏,3,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词03,最新三国类网页游戏,5,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词05,最新策略网页游戏,5,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词09,最好玩的网游,9,8,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词09,最好玩的免费网游,9,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词15,网页游戏哪个最好玩,10,4,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词15,网页塔防游戏,7,4,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词13,新开页游平台,4,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词17,射击游戏大全,2,89,2,2.25%,3.71,1.86
游族大皇帝,通用词-T1,通用词17,什么卡牌游戏好玩,1,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词18,枪战类网页游戏,5,5,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,热血海贼王,3,2372,52,2.19%,77.58,1.49
游族大皇帝,竞品词,竞品词-页游2,自由星球,1,196,17,8.67%,14.83,0.87
游族大皇帝,竞品词,竞品词-页游2,盒子世界,1,425,8,1.88%,3.33,0.42
游族大皇帝,竞品词,竞品词-页游2,拳王web,1,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,御龙决,3,6,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,大海战web,2,3,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-测试2,touch热舞官网,1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说4,三国新刘备,3,5,0,0%,0.00,0
游族大皇帝,人群词,三国小说6,沧龙,2,387,1,0.26%,2.26,2.26
游族大皇帝,人群词,三国小说6,刘封,4,29,0,0%,0.00,0
游族大皇帝,人群词,三国小说7,颠覆三国,1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说7,见龙在天,1,1,1,100%,1.13,1.13
游族大皇帝,通用词-原始,单机类型,现代战争类单机游戏,1,3,0,0%,0.00,0
游族大皇帝,通用词-原始,通用竞品三国,三国战纪1,4,1,0,0%,0.00,0
游族大皇帝,三国群英传,三国群英传-拓展,三国群英传2加强版,1,2,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词14-短语,网游排行榜,9,65,0,0%,0.00,0
游族大皇帝,三国群英传,三国群英传,三国群英传9,4,25,0,0%,0.00,0
游族大皇帝,三国志,三国志-拓展,天天三国志电脑版,1,2,1,50%,0.37,0.37
游族大皇帝,通用词-专属,三国,三国的网页游戏,4,1,1,100%,4.00,4
游族大皇帝,通用词-T1,通用词02,最新页游内测时间表,7,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词06,最西游,1,13,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词09,最好玩的经营类游戏,2,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词15,网页策略游戏排行榜,9,3,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词14,网游排行榜小说,4,32,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词19,哪个网页游戏好玩,11,4,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词16,网络游戏大全排行榜,10,15,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词17,人数最多的网游,7,7,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词26,多玩网页游戏,5,11,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词29,3d页游有哪些,5,2,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,龙之力量,2,31,1,3.23%,1.50,1.5
游族大皇帝,竞品词,竞品词-页游2,永恒世界,1,7,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,梦幻农场,1,4,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,侠义道2,6,54,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-测试2,热血魔兽官网,4,4,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-测试2,梦幻之城官网,4,3,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略4,经典游戏三国志,7,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说,三国兵锋,5,55,0,0%,0.00,0
游族大皇帝,人群词,三国小说4,汉武边军,4,1,0,0%,0.00,0
游族大皇帝,人群词,战国小说,英雄无敌之尸山骨海,4,27,0,0%,0.00,0
游族大皇帝,人群词,三国小说7,兴汉,3,8,0,0%,0.00,0
游族大皇帝,通用词-原始,通用竞品真三,真三国无双单机版游戏,1,1,0,0%,0.00,0
游族大皇帝,大流量通用词,网游,网游,9,2182,0,0%,0.00,0
游族大皇帝,通用词-卡牌,扩展1,电脑卡牌类游戏,1,1,0,0%,0.00,0
游族大皇帝,三国游戏,三国游戏,九州三国,4,24,1,4.17%,3.44,3.44
游族大皇帝,通用词-T1-短语,通用词04-短语,最新的页游,8,1,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词04-短语,最新格斗页游,7,2,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词10-短语,最大游戏网,10,197,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词01-短语,q版网络游戏,7,13,1,7.69%,1.60,1.6
游族大皇帝,通用词-T1-短语,通用词02-短语,最新游戏排名,6,1,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词17-短语,三国页游,7,6,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词12-短语,页游排行,5,5,0,0%,0.00,0
游族大皇帝,通用词-T2-短语,通用词26-短语,对战类游戏,4,4,0,0%,0.00,0
游族大皇帝,三国群英传,三国群英传,三国群英传8,2,299,16,5.35%,35.15,2.2
游族大皇帝,通用词-原始-短语,国战-短语,国战传奇,7,4,0,0%,0.00,0
游族大皇帝,三国游戏,三国群侠传,三国群侠传,4,177,0,0%,0.00,0
游族大皇帝,三国志-短语,三国志中文版-短语,三国志2中文版,4,5,0,0%,0.00,0
游族大皇帝,通用词-专属,排行,策略类网页游戏排行,6,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词01,火爆页游,8,2,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词01,最赚钱的网页游戏,8,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词04,最新流行游戏,5,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词16,网络游戏一览表,6,2,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词17,社交类网页游戏,8,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词20,经营策略游戏,3,2,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词24,好玩的网络游戏排行榜,10,18,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词25,好玩的儿童网页游戏,6,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词26,挂机打怪升级的网游,5,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词26,单机rpg游戏下载大全中文版下载,1,2,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,风之岛,5,32,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,九龙夺嫡,4,233,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,海底世界,5,528,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,战国七雄,4,204,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-卡牌,魔幻卡牌,1,23,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-37,龙城,6,19,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略4,网页游戏三国类,9,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说,三国战神,1,131,4,3.05%,10.48,2.62
游族大皇帝,人群词,三国小说,三国之老师在此,4,14,0,0%,0.00,0
游族大皇帝,人群词,三国小说2,大汉,3,108,0,0%,0.00,0
游族大皇帝,人群词,三国小说5,天妒鬼才,1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说6,吕布与赵云,1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说6,三国之一代军师,4,1,0,0%,0.00,0
游族大皇帝,通用词-原始,单机策略2,单机即时战略,3,2,0,0%,0.00,0
游族大皇帝,三国游戏,三国游戏-拓展,城防三国游戏,2,25,2,8%,9.15,4.58
游族大皇帝,三国游戏,最三国-拓展,悍将三国,1,652,9,1.38%,15.31,1.7
游族大皇帝,通用词-T1-短语,通用词01-短语,火爆网络游戏,8,38,1,2.63%,1.60,1.6
游族大皇帝,通用词-T1-短语,通用词02-短语,最新在线网游,8,12,0,0%,0.00,0
游族大皇帝,通用词-T2-短语,通用词19-短语,男生玩的游戏,6,113,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词13-短语,新款网页游戏,7,1,0,0%,0.00,0
游族大皇帝,三国群英传,三国群英传,三国群英传7,2,1499,95,6.34%,393.67,4.14
游族大皇帝,三国志-短语,威力加强-短语,三国志12威力加强版,7,118,0,0%,0.00,0
游族大皇帝,通用词-专属,三国,三国类游戏,6,10,1,10%,4.00,4
游族大皇帝,通用词-专属,策略SLG,策略类网游,5,17,6,35.29%,24.00,4
游族大皇帝,通用词-T1,通用词15,网页游戏排行榜2012前十名,7,17,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词13,新出的回合制网页游戏,9,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词16,网络游戏3d,9,2,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词16,网络卡牌游戏,2,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词23,好玩的页游,7,36,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词25,好玩的3d网页游戏排行榜,8,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词27,策略性网页游戏,8,2,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词29,3d回合制网游,10,3,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词33,2013微端网游排行榜,4,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,爱都,2,70,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,江湖奇缘,2,2,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,精灵王国,2,47,1,2.13%,0.97,0.97
游族大皇帝,竞品词,竞品词-页游2,宠物猎人,1,5,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略4,三国志最好玩的一代,1,2,0,0%,0.00,0
游族大皇帝,人群词,三国小说,大汉之帝国再起,4,62,1,1.61%,2.29,2.29
游族大皇帝,人群词,三国小说2,三国之我来当主公,4,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说5,汉献帝,4,79,1,1.27%,2.21,2.21
游族大皇帝,人群词,三国小说6,我是赵子龙,4,16,0,0%,0.00,0
游族大皇帝,人群词,三国小说7,子婴,2,136,1,0.74%,2.91,2.91
游族大皇帝,通用词-原始,国战,大型国战游戏,5,2,1,50%,2.64,2.64
游族大皇帝,三国游戏,三国游戏-拓展,三国游戏单机版下载,2,1,1,100%,2.47,2.47
游族大皇帝,通用词-T1-短语,通用词17-短语,射击网页游戏,5,88,9,10.23%,13.70,1.52
游族大皇帝,通用词-T2-短语,通用词20-短语,客户端游戏,3,3694,24,0.65%,24.00,1
游族大皇帝,通用词-T1-短语,通用词13-短语,修仙页游,4,6,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词14-短语,西游网页游戏,7,19,0,0%,0.00,0
游族大皇帝,三国群英传,三国群英传,三国群英传6,2,95,3,3.16%,11.07,3.69
游族大皇帝,通用词-专属,大全,三国网游大全,3,4,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词12,游戏网页游戏,6,2,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词15,网页游戏排行榜前十名,5,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词15,网页传奇游戏,19,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词14,网游开服表,7,16,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词20,免费3d网络游戏排行,8,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词22,回合制客户端网游,5,2,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词26,大型3d网游排行榜,7,9,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词26,单机武侠游戏,4,7,1,14.29%,4.88,4.88
游族大皇帝,竞品词,竞品词-页游2,重装机兵新战线,1,30,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,唐伯虎点秋香2,4,318,1,0.31%,1.44,1.44
游族大皇帝,人群词,三国小说4,汉末二世祖,4,7,0,0%,0.00,0
游族大皇帝,人群词,三国小说7,兴汉龙腾,4,19,0,0%,0.00,0
游族大皇帝,通用词-原始,单机类型,单机战争游戏大全,3,3,0,0%,0.00,0
游族大皇帝,三国游戏,三国游戏-拓展,三国策略类单机游戏,3,19,2,10.53%,6.00,3
游族大皇帝,三国无双,真三国无双-拓展,真三国无双7晋国if,2,3,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词03-短语,最新奇迹游戏,10,35,0,0%,0.00,0
游族大皇帝,通用词-专属-短语,战国-短语,战国类游戏,2,1,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词04-短语,最新动漫页游,7,2,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词01-短语,那些网游,6,9,0,0%,0.00,0
游族大皇帝,通用词-T2-短语,通用词26-短语,电脑网页游戏,7,22,0,0%,0.00,0
游族大皇帝,竞品词-短语,三国其他-短语,武林三国,6,31,1,3.23%,0.90,0.9
游族大皇帝,三国群英传,三国群英传,三国群英传5,1,24,1,4.17%,3.83,3.83
游族大皇帝,三国志-短语,威力加强-短语,三国志9威力加强版,5,51,0,0%,0.00,0
游族大皇帝,三国志,三国志网页版,三国志网页版,2,4,0,0%,0.00,0
游族大皇帝,三国志,三国志-拓展,回到三国志官网,2,23,2,8.7%,6.06,3.03
游族大皇帝,三国志,三国志-拓展,中华三国志官网,1,2,0,0%,0.00,0
游族大皇帝,三国志,三国志-拓展,三国志圣剑版,1,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词05,最新2d网页游戏,10,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词14,现在什么网络游戏最多人玩,7,8,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词18,热门回合制网游排行,10,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词20,聚游网页游戏平台,3,21,3,14.29%,9.00,3
游族大皇帝,通用词-T2,通用词26,大型网页游戏排行,8,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词26,大型战略网页游戏,6,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词32,2014回合制游戏排行榜,7,2,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,圣杯传说,3,19,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,江山,4,282,1,0.35%,1.61,1.61
游族大皇帝,竞品词,竞品词-页游2,仙缘,6,85,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-卡牌,阿瓦隆传说纸牌,1,2,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略1,大都督,3,15,1,6.67%,1.25,1.25
游族大皇帝,人群词,三国小说,三国之皇图霸业,3,16,0,0%,0.00,0
游族大皇帝,人群词,三国小说2,三国之少帝中兴,1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说4,重生之江东孙伯符,5,16,0,0%,0.00,0
游族大皇帝,人群词,三国小说4,三国恋姬,4,2,0,0%,0.00,0
游族大皇帝,人群词,三国小说6,痞子三国,1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说6,吕汉,1,5,0,0%,0.00,0
游族大皇帝,人群词,三国小说6,三国悍将,1,1,0,0%,0.00,0
游族大皇帝,通用词-原始,单机策略2,大型单机策略游戏,5,3,0,0%,0.00,0
游族大皇帝,通用词-原始,国战,好玩的国战网游,7,2,0,0%,0.00,0
游族大皇帝,通用词-原始,国战,国战游戏有哪些,4,1,0,0%,0.00,0
游族大皇帝,三国群英传,三国群英传-拓展,三国群英传几代最好玩,3,3,0,0%,0.00,0
游族大皇帝,三国群英传,三国群英传-拓展,三国群英传7修改版,4,6,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词01-短语,什么棋牌游戏,10,1769,0,0%,0.00,0
游族大皇帝,通用词-卡牌-短语,游戏-短语,卡牌页游,5,2,0,0%,0.00,0
游族大皇帝,三国群英传,三国群英传,三国群英传4,1,89,2,2.25%,8.05,4.03
游族大皇帝,通用词-专属,三国,三国页游,6,15,0,0%,0.00,0
游族大皇帝,通用词-卡牌,游戏,卡牌网游,5,8,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词01,哪些网游好玩,7,4,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词04,最新公测免费3d网游,10,3,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词12,游戏王网页游戏,9,2,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词13,修仙网页游戏排行榜,10,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词22,回合制网游排行榜,10,32,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词21,角色扮演网页游戏排行榜,8,3,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词26,大型网页游戏大全,8,26,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词28,nba网页游戏,5,15,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,大闹天宫ol,5,621,28,4.51%,28.89,1.03
游族大皇帝,竞品词,竞品词-页游1,多克多比,1,387,2,0.52%,3.00,1.5
游族大皇帝,竞品词,竞品词-页游2,猎影,1,5,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,十年一剑,7,94,1,1.06%,1.48,1.48
游族大皇帝,竞品词,竞品词-策略3,游戏三国志12,4,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说,兽兵,1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说3,汉末群雄争霸,2,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说4,甘宁传,1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说6,秦三世,1,4,0,0%,0.00,0
游族大皇帝,人群词,三国小说8,孙策,4,127,0,0%,0.00,0
游族大皇帝,人群词,三国小说8,乌龙三国,3,3,0,0%,0.00,0
游族大皇帝,三国游戏,三国游戏,三国汉之涛,3,4,1,25%,2.86,2.86
游族大皇帝,通用词-T1-短语,通用词02-短语,最新游戏推荐,6,85,1,1.18%,1.08,1.08
游族大皇帝,通用词-T2-短语,通用词22-短语,简单网页游戏,8,1,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词13-短语,小网页游戏,8,61,0,0%,0.00,0
游族大皇帝,三国群英传,三国群英传,三国群英传3,2,344,15,4.36%,42.25,2.82
游族大皇帝,通用词-专属,大全,即时战略游戏大全,2,2,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词02,最新网游公测,9,48,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词03,最新网页游戏变速器,3,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词12,页游开服榜,6,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词12,养成类游戏,3,19,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词16,网络游戏装备排行榜,10,2,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词25,好玩的2d网游,6,3,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词28,q版页游排行榜,7,4,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,胡莱三国,4,266,8,3.01%,11.90,1.49
游族大皇帝,竞品词,竞品词-页游2,修真界,3,6,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游3,p00,1,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略1,海神,6,53,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略3,三国志ix威力加强版,4,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略4,三国志3中原之霸者,1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说,天烽,1,15,2,13.33%,4.54,2.27
游族大皇帝,人群词,三国小说2,汉末枭雄古恶来,4,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说3,三国之常胜侯,4,58,0,0%,0.00,0
游族大皇帝,人群词,三国小说4,义薄云天关云长,1,1,0,0%,0.00,0
